filename,s_sharp,s_comp,raw_score,rating,vetoed,veto_reason,n_detections,burst_group
DSC02469.heif,0.448254,0.810543,2.698739,-1,1,raw=2.699 < min_raw=3.100 (cut penalty applied? False),1,106
DSC02474.heif,0.368438,0.975458,2.991302,-1,1,raw=2.991 < min_raw=3.100 (cut penalty applied? False),1,106
DSC02475.heif,0.411701,0.726941,2.434903,-1,1,raw=2.435 < min_raw=3.100 (cut penalty applied? False),1,106
DSC02478.heif,1.000000,0.784671,3.461678,2,0,,1,106
DSC02479.heif,0.922302,0.634594,2.969938,-1,1,raw=2.970 < min_raw=3.100 (cut penalty applied? False),2,106
DSC02480.heif,0.593100,0.740260,2.740300,-1,1,raw=2.740 < min_raw=3.100 (cut penalty applied? False),1,106
DSC02481.heif,0.770964,0.845540,3.270296,1,0,,1,106
DSC02482.heif,0.550666,0.789825,2.800560,-1,1,raw=2.801 < min_raw=3.100 (cut penalty applied? False),2,106
DSC02484.heif,0.351713,0.688268,2.248238,-1,1,raw=2.248 < min_raw=3.100 (cut penalty applied? False),1,107
DSC02485.heif,0.495948,0.573868,2.178591,-1,1,raw=2.179 < min_raw=3.100 (cut penalty applied? False),1,107
DSC02486.heif,0.711214,0.637210,2.659846,-1,1,raw=2.660 < min_raw=3.100 (cut penalty applied? False),1,107
DSC02487.heif,0.619652,0.727732,2.748808,-1,1,raw=2.749 < min_raw=3.100 (cut penalty applied? False),1,107
DSC02488.heif,0.603648,0.784532,2.866803,-1,1,raw=2.867 < min_raw=3.100 (cut penalty applied? False),1,107
DSC02489.heif,0.469915,0.771421,2.633425,-1,1,raw=2.633 < min_raw=3.100 (cut penalty applied? False),1,107
DSC02491.heif,0.235061,0.741607,1.606610,-1,1,raw=1.607 < min_raw=3.100 (cut penalty applied? True),1,108
DSC02496.heif,0.183046,0.637129,1.267391,-1,1,raw=1.267 < min_raw=3.100 (cut penalty applied? True),2,109
DSC02497.heif,0.490864,0.665629,2.400368,-1,1,raw=2.400 < min_raw=3.100 (cut penalty applied? False),2,109
DSC02504.heif,1.000000,0.557392,2.893480,-1,1,raw=2.893 < min_raw=3.100 (cut penalty applied? False),1,110
DSC02505.heif,0.931689,0.654615,3.034070,-1,1,raw=3.034 < min_raw=3.100 (cut penalty applied? False),1,110
DSC02506.heif,0.931656,0.612945,2.929847,-1,1,raw=2.930 < min_raw=3.100 (cut penalty applied? False),1,110
DSC02509.heif,0.770020,0.647764,2.174441,-1,1,raw=2.174 < min_raw=3.100 (cut penalty applied? True),2,110
DSC02510.heif,0.277104,0.702668,2.172325,-1,1,raw=2.172 < min_raw=3.100 (cut penalty applied? False),1,110
DSC02513.heif,0.456735,0.826224,2.750662,-1,1,raw=2.751 < min_raw=3.100 (cut penalty applied? False),1,110
DSC02515.heif,0.404809,0.900746,2.859078,-1,1,raw=2.859 < min_raw=3.100 (cut penalty applied? False),1,110
DSC02516.heif,0.274965,0.838575,2.508884,-1,1,raw=2.509 < min_raw=3.100 (cut penalty applied? False),2,110
DSC02523.heif,1.000000,0.000000,1.500000,-1,1,no_detection,0,111
DSC02527.heif,1.000000,0.417680,1.944199,-1,1,raw=1.944 < min_raw=3.100 (cut penalty applied? True),2,112
DSC02528.heif,0.187607,0.503176,0.939351,-1,1,raw=0.939 < min_raw=3.100 (cut penalty applied? True),11,113
DSC02530.heif,0.137919,0.449703,0.731135,-1,1,raw=0.731 < min_raw=3.100 (cut penalty applied? True),11,114
DSC02551.heif,0.372114,0.884864,2.770332,-1,1,raw=2.770 < min_raw=3.100 (cut penalty applied? False),1,114
DSC02555.heif,0.780600,0.861650,3.325025,1,0,,1,114
DSC02563.heif,0.523853,0.688996,2.508270,-1,1,raw=2.508 < min_raw=3.100 (cut penalty applied? False),8,114
DSC02603.heif,0.245872,0.826793,2.435791,-1,1,raw=2.436 < min_raw=3.100 (cut penalty applied? False),1,115
DSC02611.heif,0.250817,0.708971,2.148654,-1,1,raw=2.149 < min_raw=3.100 (cut penalty applied? False),5,116
DSC02619.heif,0.488154,0.766916,2.649521,-1,1,raw=2.650 < min_raw=3.100 (cut penalty applied? False),6,116
DSC02622.heif,0.229602,0.925901,2.659154,-1,1,raw=2.659 < min_raw=3.100 (cut penalty applied? False),4,116
DSC02623.heif,0.221059,0.846316,2.447378,-1,1,raw=2.447 < min_raw=3.100 (cut penalty applied? False),2,117
DSC02626.heif,0.151583,0.853076,2.360064,-1,1,raw=2.360 < min_raw=3.100 (cut penalty applied? False),1,117
DSC02629.heif,0.135280,0.882670,2.409595,-1,1,raw=2.410 < min_raw=3.100 (cut penalty applied? False),1,117
DSC02631.heif,0.060453,0.898774,2.337615,-1,1,raw=2.338 < min_raw=3.100 (cut penalty applied? False),3,117
DSC02633.heif,0.070797,0.768021,2.026248,-1,1,raw=2.026 < min_raw=3.100 (cut penalty applied? False),2,117
DSC02635.heif,0.167859,0.894889,1.889010,-1,1,raw=1.889 < min_raw=3.100 (cut penalty applied? True),2,117
DSC02643.heif,0.516295,0.938868,3.121612,1,0,,3,117
DSC02645.heif,0.380260,0.742822,2.427445,-1,1,raw=2.427 < min_raw=3.100 (cut penalty applied? False),3,117
DSC02648.heif,0.371876,0.909266,2.830979,-1,1,raw=2.831 < min_raw=3.100 (cut penalty applied? False),3,117
DSC02651.heif,0.862576,0.583021,2.751417,-1,1,raw=2.751 < min_raw=3.100 (cut penalty applied? False),3,117
DSC02653.heif,0.656099,0.615524,2.522958,-1,1,raw=2.523 < min_raw=3.100 (cut penalty applied? False),5,117
DSC02658.heif,0.775564,0.705014,2.325881,-1,1,raw=2.326 < min_raw=3.100 (cut penalty applied? True),5,117
DSC02660.heif,0.989867,0.699852,3.234431,1,0,,3,117
DSC02665.heif,0.749058,0.706641,2.890191,-1,1,raw=2.890 < min_raw=3.100 (cut penalty applied? False),4,117
DSC02668.heif,0.779124,0.648629,2.790259,-1,1,raw=2.790 < min_raw=3.100 (cut penalty applied? False),4,117
DSC02669.heif,0.620025,0.642314,2.535822,-1,1,raw=2.536 < min_raw=3.100 (cut penalty applied? False),3,118
DSC02670.heif,0.463110,0.759357,2.593056,-1,1,raw=2.593 < min_raw=3.100 (cut penalty applied? False),4,118
DSC02671.heif,0.621363,0.660687,1.983762,-1,1,raw=1.984 < min_raw=3.100 (cut penalty applied? True),3,119
DSC02672.heif,0.626767,0.733353,2.173533,-1,1,raw=2.174 < min_raw=3.100 (cut penalty applied? True),3,119
DSC02674.heif,0.270912,0.869784,2.580827,-1,1,raw=2.581 < min_raw=3.100 (cut penalty applied? False),5,119
DSC02676.heif,0.334198,0.814975,2.538736,-1,1,raw=2.539 < min_raw=3.100 (cut penalty applied? False),5,120
DSC02679.heif,0.351204,0.809289,2.550027,-1,1,raw=2.550 < min_raw=3.100 (cut penalty applied? False),6,121
DSC02683.heif,0.278281,0.806869,2.434594,-1,1,raw=2.435 < min_raw=3.100 (cut penalty applied? False),3,122
DSC02688.heif,0.314450,0.896791,2.713653,-1,1,raw=2.714 < min_raw=3.100 (cut penalty applied? False),2,122
DSC02692.heif,0.437647,0.653125,2.289283,-1,1,raw=2.289 < min_raw=3.100 (cut penalty applied? False),1,122
DSC02693.heif,0.262200,0.480349,0.994173,-1,1,raw=0.994 < min_raw=3.100 (cut penalty applied? True),2,123
DSC02694.heif,0.198928,0.834076,2.383583,-1,1,raw=2.384 < min_raw=3.100 (cut penalty applied? False),1,124
DSC02695.heif,0.075426,0.842990,2.220615,-1,1,raw=2.221 < min_raw=3.100 (cut penalty applied? False),1,125
DSC02697.heif,0.110925,0.829162,2.239292,-1,1,raw=2.239 < min_raw=3.100 (cut penalty applied? False),1,126
DSC02698.heif,0.235347,0.890467,2.579188,-1,1,raw=2.579 < min_raw=3.100 (cut penalty applied? False),1,126
DSC02699.heif,0.239956,0.848610,2.481459,-1,1,raw=2.481 < min_raw=3.100 (cut penalty applied? False),1,127
DSC02700.heif,0.308072,0.889333,2.685440,-1,1,raw=2.685 < min_raw=3.100 (cut penalty applied? False),1,127
DSC02701.heif,0.165042,0.859114,2.395347,-1,1,raw=2.395 < min_raw=3.100 (cut penalty applied? False),2,128
DSC02702.heif,0.095360,0.783786,2.102505,-1,1,raw=2.103 < min_raw=3.100 (cut penalty applied? False),3,128
DSC02704.heif,0.044115,0.819379,2.114620,-1,1,sharpness=0.044 < threshold=0.050,2,129
DSC02706.heif,0.598257,0.703183,2.655343,-1,1,raw=2.655 < min_raw=3.100 (cut penalty applied? False),2,130
DSC02709.heif,0.579092,0.657678,2.512833,-1,1,raw=2.513 < min_raw=3.100 (cut penalty applied? False),3,131
DSC02710.heif,0.568197,0.626642,2.418901,-1,1,raw=2.419 < min_raw=3.100 (cut penalty applied? False),5,131
DSC02731.heif,0.312432,0.851011,2.596176,-1,1,raw=2.596 < min_raw=3.100 (cut penalty applied? False),1,132
DSC02732.heif,0.235931,0.837069,2.446568,-1,1,raw=2.447 < min_raw=3.100 (cut penalty applied? False),1,133
DSC02733.heif,0.982968,0.640581,3.075904,-1,1,raw=3.076 < min_raw=3.100 (cut penalty applied? False),5,134
DSC02734.heif,0.622004,0.727423,2.151563,-1,1,raw=2.152 < min_raw=3.100 (cut penalty applied? True),3,135
DSC02739.heif,1.000000,0.833958,3.584894,2,0,,4,136
DSC02771.heif,1.000000,0.866207,3.665518,2,0,,3,136
DSC02776.heif,0.480513,0.714543,2.507127,-1,1,raw=2.507 < min_raw=3.100 (cut penalty applied? False),4,136
DSC02777.heif,0.553872,0.720854,2.032944,-1,1,raw=2.033 < min_raw=3.100 (cut penalty applied? True),2,136
DSC02778.heif,0.485483,0.744785,2.590186,-1,1,raw=2.590 < min_raw=3.100 (cut penalty applied? False),5,136
DSC02779.heif,0.645017,0.707750,2.736901,-1,1,raw=2.737 < min_raw=3.100 (cut penalty applied? False),3,136
DSC02780.heif,0.551055,0.588105,2.296844,-1,1,raw=2.297 < min_raw=3.100 (cut penalty applied? False),2,136
DSC02781.heif,0.492826,0.744408,2.000258,-1,1,raw=2.000 < min_raw=3.100 (cut penalty applied? True),3,136
DSC02782.heif,0.580939,0.571509,2.300182,-1,1,raw=2.300 < min_raw=3.100 (cut penalty applied? False),2,136
DSC02783.heif,0.374608,0.609935,2.086750,-1,1,raw=2.087 < min_raw=3.100 (cut penalty applied? False),1,137
DSC02784.heif,0.473321,0.714522,2.496286,-1,1,raw=2.496 < min_raw=3.100 (cut penalty applied? False),2,137
DSC02785.heif,1.000000,0.582483,2.956207,-1,1,raw=2.956 < min_raw=3.100 (cut penalty applied? False),1,138
DSC02786.heif,0.835855,0.617082,2.796487,-1,1,raw=2.796 < min_raw=3.100 (cut penalty applied? False),1,138
DSC02787.heif,0.680879,0.626255,2.586957,-1,1,raw=2.587 < min_raw=3.100 (cut penalty applied? False),1,138
DSC02788.heif,0.051072,0.533003,0.809115,-1,1,raw=0.809 < min_raw=3.100 (cut penalty applied? True),3,138
DSC02789.heif,0.675071,0.625227,2.575673,-1,1,raw=2.576 < min_raw=3.100 (cut penalty applied? False),1,138
DSC02790.heif,0.644991,0.447592,2.086466,-1,1,raw=2.086 < min_raw=3.100 (cut penalty applied? False),2,138
DSC02791.heif,0.753759,0.497578,2.374583,-1,1,raw=2.375 < min_raw=3.100 (cut penalty applied? False),1,138
DSC02792.heif,0.707109,0.540831,2.412741,-1,1,raw=2.413 < min_raw=3.100 (cut penalty applied? False),1,138
DSC02793.heif,0.435515,0.608395,1.574260,-1,1,raw=1.574 < min_raw=3.100 (cut penalty applied? True),1,138
DSC02794.heif,0.565171,0.720046,2.647871,-1,1,raw=2.648 < min_raw=3.100 (cut penalty applied? False),3,138
DSC02795.heif,0.594827,0.749067,2.764909,-1,1,raw=2.765 < min_raw=3.100 (cut penalty applied? False),2,138
DSC02796.heif,0.710557,0.763949,2.975708,-1,1,raw=2.976 < min_raw=3.100 (cut penalty applied? False),1,138
DSC02797.heif,0.586961,0.768870,2.202617,-1,1,raw=2.203 < min_raw=3.100 (cut penalty applied? True),2,138
DSC02798.heif,0.474032,0.533475,2.044734,-1,1,raw=2.045 < min_raw=3.100 (cut penalty applied? False),3,138
DSC02799.heif,0.662686,0.639908,2.593798,-1,1,raw=2.594 < min_raw=3.100 (cut penalty applied? False),2,139
DSC02800.heif,0.864524,0.495437,2.535378,-1,1,raw=2.535 < min_raw=3.100 (cut penalty applied? False),3,139
DSC02801.heif,0.983141,0.655930,3.114537,1,0,,2,139
DSC02802.heif,1.000000,0.717541,3.293852,1,0,,3,139
DSC02803.heif,0.669567,0.669956,2.679239,-1,1,raw=2.679 < min_raw=3.100 (cut penalty applied? False),4,139
DSC02804.heif,0.632672,0.628464,2.520168,-1,1,raw=2.520 < min_raw=3.100 (cut penalty applied? False),3,140
DSC02805.heif,0.746773,0.589482,2.593865,-1,1,raw=2.594 < min_raw=3.100 (cut penalty applied? False),2,140
DSC02806.heif,1.000000,0.657363,3.143408,1,0,,4,140
DSC02807.heif,0.710950,0.727782,2.885880,-1,1,raw=2.886 < min_raw=3.100 (cut penalty applied? False),2,140
DSC02808.heif,0.529858,0.451789,1.924259,-1,1,raw=1.924 < min_raw=3.100 (cut penalty applied? False),2,140
DSC02809.heif,0.952873,0.535755,2.168697,-1,1,raw=2.169 < min_raw=3.100 (cut penalty applied? True),8,140
DSC02810.heif,0.220436,0.757884,1.625365,-1,1,raw=1.625 < min_raw=3.100 (cut penalty applied? True),1,140
DSC02811.heif,0.117605,0.456083,0.716614,-1,1,raw=0.717 < min_raw=3.100 (cut penalty applied? True),8,140
DSC02812.heif,1.000000,0.555522,2.288805,-1,1,raw=2.289 < min_raw=3.100 (cut penalty applied? True),3,141
DSC02813.heif,1.000000,0.617141,3.042851,-1,1,raw=3.043 < min_raw=3.100 (cut penalty applied? False),5,141
DSC02814.heif,0.889960,0.665472,2.998620,-1,1,raw=2.999 < min_raw=3.100 (cut penalty applied? False),3,142
DSC02815.heif,0.925462,0.660107,3.038461,-1,1,raw=3.038 < min_raw=3.100 (cut penalty applied? False),3,142
DSC02816.heif,0.854034,0.712538,3.062396,-1,1,raw=3.062 < min_raw=3.100 (cut penalty applied? False),6,142
DSC02817.heif,0.947418,0.736240,3.261727,1,0,,6,142
DSC02818.heif,0.725838,0.698507,2.835025,-1,1,raw=2.835 < min_raw=3.100 (cut penalty applied? False),4,143
DSC02819.heif,0.888673,0.687451,3.051637,-1,1,raw=3.052 < min_raw=3.100 (cut penalty applied? False),5,143
DSC02820.heif,0.787054,0.669549,2.854453,-1,1,raw=2.854 < min_raw=3.100 (cut penalty applied? False),7,144
DSC02821.heif,0.485915,0.798804,2.725884,-1,1,raw=2.726 < min_raw=3.100 (cut penalty applied? False),5,144
DSC02823.heif,0.000000,0.734272,1.235679,-1,1,sharpness=0.000 < threshold=0.050,3,145
DSC02824.heif,0.651603,0.753882,2.862109,-1,1,raw=2.862 < min_raw=3.100 (cut penalty applied? False),1,146
DSC02825.heif,0.434357,0.814417,2.687579,-1,1,raw=2.688 < min_raw=3.100 (cut penalty applied? False),5,147
DSC02826.heif,0.487880,0.710259,2.507467,-1,1,raw=2.507 < min_raw=3.100 (cut penalty applied? False),3,148
DSC02827.heif,0.620410,0.826425,2.996677,-1,1,raw=2.997 < min_raw=3.100 (cut penalty applied? False),3,149
DSC02828.heif,0.901128,0.592618,2.833236,-1,1,raw=2.833 < min_raw=3.100 (cut penalty applied? False),1,150
DSC02829.heif,0.128417,0.737323,1.435933,-1,1,raw=1.436 < min_raw=3.100 (cut penalty applied? True),1,151
DSC02830.heif,0.926523,0.627992,2.959765,-1,1,raw=2.960 < min_raw=3.100 (cut penalty applied? False),2,152
DSC02831.heif,0.453496,0.815226,2.718308,-1,1,raw=2.718 < min_raw=3.100 (cut penalty applied? False),1,153
DSC02832.heif,0.232173,0.850546,2.474624,-1,1,raw=2.475 < min_raw=3.100 (cut penalty applied? False),1,154
DSC02833.heif,0.214523,0.864527,2.483102,-1,1,raw=2.483 < min_raw=3.100 (cut penalty applied? False),2,155
DSC02834.heif,0.164166,0.834276,2.331937,-1,1,raw=2.332 < min_raw=3.100 (cut penalty applied? False),1,156
DSC02835.heif,0.363449,0.793847,2.529790,-1,1,raw=2.530 < min_raw=3.100 (cut penalty applied? False),2,157
DSC02836.heif,0.435405,0.845627,2.767174,-1,1,raw=2.767 < min_raw=3.100 (cut penalty applied? False),2,158
DSC02837.heif,0.433970,0.871315,2.829242,-1,1,raw=2.829 < min_raw=3.100 (cut penalty applied? False),5,159
DSC02838.heif,0.461985,0.804926,2.705293,-1,1,raw=2.705 < min_raw=3.100 (cut penalty applied? False),3,160
DSC02839.heif,0.107839,0.818967,2.209176,-1,1,raw=2.209 < min_raw=3.100 (cut penalty applied? False),2,161
DSC02840.heif,0.192682,0.807771,2.308451,-1,1,raw=2.308 < min_raw=3.100 (cut penalty applied? False),1,162
DSC02841.heif,0.852095,0.656454,2.919278,-1,1,raw=2.919 < min_raw=3.100 (cut penalty applied? False),1,163
DSC02842.heif,0.803575,0.582977,2.662805,-1,1,raw=2.663 < min_raw=3.100 (cut penalty applied? False),1,164
DSC02843.heif,0.773902,0.702481,2.917056,-1,1,raw=2.917 < min_raw=3.100 (cut penalty applied? False),3,165
DSC02844.heif,0.688458,0.704192,2.793169,-1,1,raw=2.793 < min_raw=3.100 (cut penalty applied? False),3,165
DSC02845.heif,0.693024,0.801852,3.044168,-1,1,raw=3.044 < min_raw=3.100 (cut penalty applied? False),3,166
DSC02846.heif,0.338608,0.845294,2.621147,-1,1,raw=2.621 < min_raw=3.100 (cut penalty applied? False),2,167
DSC02847.heif,0.540964,0.830213,2.886978,-1,1,raw=2.887 < min_raw=3.100 (cut penalty applied? False),3,168
DSC02848.heif,0.639108,0.786792,2.925642,-1,1,raw=2.926 < min_raw=3.100 (cut penalty applied? False),2,169
DSC02849.heif,0.644422,0.848749,3.088505,-1,1,raw=3.089 < min_raw=3.100 (cut penalty applied? False),3,169
DSC02850.heif,0.587248,0.863885,3.040585,-1,1,raw=3.041 < min_raw=3.100 (cut penalty applied? False),4,170
DSC02851.heif,0.125940,0.841065,2.291573,-1,1,raw=2.292 < min_raw=3.100 (cut penalty applied? False),3,170
DSC02852.heif,0.577499,0.801618,2.870295,-1,1,raw=2.870 < min_raw=3.100 (cut penalty applied? False),1,171
DSC02853.heif,0.416299,0.814326,2.660265,-1,1,raw=2.660 < min_raw=3.100 (cut penalty applied? False),1,172
DSC02854.heif,0.515752,0.836797,2.865621,-1,1,raw=2.866 < min_raw=3.100 (cut penalty applied? False),1,173
DSC02855.heif,0.124551,0.840097,2.287068,-1,1,raw=2.287 < min_raw=3.100 (cut penalty applied? False),1,174
DSC02858.heif,0.220901,0.815367,2.369768,-1,1,raw=2.370 < min_raw=3.100 (cut penalty applied? False),1,175
DSC02859.heif,0.317995,0.814320,2.512794,-1,1,raw=2.513 < min_raw=3.100 (cut penalty applied? False),1,176
DSC02860.heif,0.198339,0.827274,2.365694,-1,1,raw=2.366 < min_raw=3.100 (cut penalty applied? False),2,177
DSC02861.heif,0.250758,0.859227,2.524204,-1,1,raw=2.524 < min_raw=3.100 (cut penalty applied? False),3,178
DSC02862.heif,0.457394,0.837735,2.780429,-1,1,raw=2.780 < min_raw=3.100 (cut penalty applied? False),2,179
DSC02872.heif,0.223603,0.831944,2.415264,-1,1,raw=2.415 < min_raw=3.100 (cut penalty applied? False),2,180
DSC02873.heif,0.227152,0.755712,2.230008,-1,1,raw=2.230 < min_raw=3.100 (cut penalty applied? False),2,180
DSC02874.heif,0.287060,0.782157,2.385981,-1,1,raw=2.386 < min_raw=3.100 (cut penalty applied? False),1,180
DSC02875.heif,0.209992,0.855344,2.453350,-1,1,raw=2.453 < min_raw=3.100 (cut penalty applied? False),1,180
DSC02876.heif,0.179105,0.810346,2.294522,-1,1,raw=2.295 < min_raw=3.100 (cut penalty applied? False),1,180
DSC02883.heif,0.504409,0.844394,2.867599,-1,1,raw=2.868 < min_raw=3.100 (cut penalty applied? False),1,181
DSC02890.heif,0.314272,0.820727,2.523227,-1,1,raw=2.523 < min_raw=3.100 (cut penalty applied? False),2,182
DSC02892.heif,0.100603,0.857034,2.293490,-1,1,raw=2.293 < min_raw=3.100 (cut penalty applied? False),3,183
DSC02898.heif,0.529621,0.826987,2.861900,-1,1,raw=2.862 < min_raw=3.100 (cut penalty applied? False),1,184
DSC02903.heif,0.144151,0.818347,2.262094,-1,1,raw=2.262 < min_raw=3.100 (cut penalty applied? False),3,185
DSC02905.heif,0.147167,0.848458,2.341896,-1,1,raw=2.342 < min_raw=3.100 (cut penalty applied? False),1,186
DSC02907.heif,0.915280,0.829798,3.447413,2,0,,2,187
DSC02910.heif,0.514224,0.705125,2.534147,-1,1,raw=2.534 < min_raw=3.100 (cut penalty applied? False),4,187
DSC02914.heif,0.482868,0.905440,2.987902,-1,1,raw=2.988 < min_raw=3.100 (cut penalty applied? False),2,187
DSC02915.heif,0.459551,0.922855,2.996465,-1,1,raw=2.996 < min_raw=3.100 (cut penalty applied? False),3,187
DSC02916.heif,0.526169,0.924676,3.100943,1,0,,2,187
DSC02918.heif,0.492723,0.835678,2.828279,-1,1,raw=2.828 < min_raw=3.100 (cut penalty applied? False),4,188
DSC02920.heif,0.299192,0.845766,2.563203,-1,1,raw=2.563 < min_raw=3.100 (cut penalty applied? False),4,188
DSC02922.heif,0.221430,0.714538,2.118490,-1,1,raw=2.118 < min_raw=3.100 (cut penalty applied? False),1,188
DSC02923.heif,0.560539,0.748476,2.711999,-1,1,raw=2.712 < min_raw=3.100 (cut penalty applied? False),2,189
DSC02924.heif,0.462993,0.715618,2.483535,-1,1,raw=2.484 < min_raw=3.100 (cut penalty applied? False),1,189
DSC02932.heif,0.346478,0.819444,2.568325,-1,1,raw=2.568 < min_raw=3.100 (cut penalty applied? False),2,189
DSC02936.heif,0.965611,0.763705,3.357679,1,0,,6,190
DSC02937.heif,0.823752,0.784219,3.196174,1,0,,4,190
DSC02938.heif,0.704767,0.791004,3.034660,-1,1,raw=3.035 < min_raw=3.100 (cut penalty applied? False),4,190
DSC02939.heif,0.574687,0.888045,3.082142,-1,1,raw=3.082 < min_raw=3.100 (cut penalty applied? False),2,190
DSC02940.heif,0.583166,0.900710,3.126524,1,0,,2,190
DSC02941.heif,0.413103,0.733355,2.453043,-1,1,raw=2.453 < min_raw=3.100 (cut penalty applied? False),3,190
DSC02943.heif,0.349310,0.602769,2.030887,-1,1,raw=2.031 < min_raw=3.100 (cut penalty applied? False),1,190
DSC02944.heif,0.452878,0.785913,2.644100,-1,1,raw=2.644 < min_raw=3.100 (cut penalty applied? False),1,190
DSC02945.heif,0.366933,0.907272,2.818579,-1,1,raw=2.819 < min_raw=3.100 (cut penalty applied? False),2,190
DSC02946.heif,0.540451,0.949480,3.184376,1,0,,2,190
DSC02947.heif,0.517467,0.710478,2.552397,-1,1,raw=2.552 < min_raw=3.100 (cut penalty applied? False),2,190
DSC02948.heif,0.425965,0.778055,1.984085,-1,1,raw=1.984 < min_raw=3.100 (cut penalty applied? True),2,190
DSC02949.heif,0.411936,0.884175,2.828341,-1,1,raw=2.828 < min_raw=3.100 (cut penalty applied? False),2,190
DSC02950.heif,0.587872,0.904608,3.143328,1,0,,3,190
DSC02951.heif,0.487443,0.765748,2.645535,-1,1,raw=2.646 < min_raw=3.100 (cut penalty applied? False),3,190
DSC02952.heif,0.232968,0.875691,2.538680,-1,1,raw=2.539 < min_raw=3.100 (cut penalty applied? False),2,190
DSC02953.heif,0.224381,0.856053,2.476704,-1,1,raw=2.477 < min_raw=3.100 (cut penalty applied? False),2,190
DSC02954.heif,0.230345,0.782073,2.300700,-1,1,raw=2.301 < min_raw=3.100 (cut penalty applied? False),1,190
DSC02955.heif,0.225298,0.787574,2.306882,-1,1,raw=2.307 < min_raw=3.100 (cut penalty applied? False),2,190
DSC02956.heif,0.006637,0.569499,0.833701,-1,1,sharpness=0.007 < threshold=0.050,4,191
DSC02958.heif,0.241298,0.893591,2.595925,-1,1,raw=2.596 < min_raw=3.100 (cut penalty applied? False),1,191
DSC02959.heif,0.214486,0.888401,2.542731,-1,1,raw=2.543 < min_raw=3.100 (cut penalty applied? False),2,191
DSC02963.heif,0.026598,0.000000,0.039897,-1,1,no_detection,0,192
DSC02976.heif,0.258091,0.830197,2.462629,-1,1,raw=2.463 < min_raw=3.100 (cut penalty applied? False),1,192
DSC02980.heif,0.403685,0.763726,1.914844,-1,1,raw=1.915 < min_raw=3.100 (cut penalty applied? True),1,192
DSC02987.heif,0.395721,0.840361,2.694484,-1,1,raw=2.694 < min_raw=3.100 (cut penalty applied? False),1,192
DSC02999.heif,0.802881,0.753829,3.088895,-1,1,raw=3.089 < min_raw=3.100 (cut penalty applied? False),3,192
DSC03001.heif,0.626031,0.702758,2.695942,-1,1,raw=2.696 < min_raw=3.100 (cut penalty applied? False),8,192
DSC03011.heif,0.710120,0.678771,2.762108,-1,1,raw=2.762 < min_raw=3.100 (cut penalty applied? False),2,192
DSC03015.heif,0.948132,0.879177,3.620141,2,0,,2,192
DSC03019.heif,0.929984,0.905529,3.658800,2,0,,4,192
DSC03023.heif,0.463276,0.822801,2.751915,-1,1,raw=2.752 < min_raw=3.100 (cut penalty applied? False),3,192
DSC03027.heif,0.643580,0.809696,2.989611,-1,1,raw=2.990 < min_raw=3.100 (cut penalty applied? False),3,192
DSC03043.heif,0.546959,0.849419,2.943985,-1,1,raw=2.944 < min_raw=3.100 (cut penalty applied? False),4,193
DSC03045.heif,0.492284,0.923139,3.046273,-1,1,raw=3.046 < min_raw=3.100 (cut penalty applied? False),2,193
DSC03049.heif,0.547496,0.582457,2.277385,-1,1,raw=2.277 < min_raw=3.100 (cut penalty applied? False),2,193
DSC03054.heif,0.373017,0.881384,2.762985,-1,1,raw=2.763 < min_raw=3.100 (cut penalty applied? False),5,193
DSC03058.heif,0.356663,0.816505,2.576257,-1,1,raw=2.576 < min_raw=3.100 (cut penalty applied? False),2,193
DSC03060.heif,0.495476,0.870637,2.919805,-1,1,raw=2.920 < min_raw=3.100 (cut penalty applied? False),3,193
DSC03064.heif,0.506862,0.817508,2.804063,-1,1,raw=2.804 < min_raw=3.100 (cut penalty applied? False),1,193
DSC03069.heif,0.294595,0.859583,1.990851,-1,1,raw=1.991 < min_raw=3.100 (cut penalty applied? True),3,193
DSC03089.heif,1.000000,0.626218,3.065544,-1,1,raw=3.066 < min_raw=3.100 (cut penalty applied? False),5,194
DSC03092.heif,0.973235,0.600787,2.961819,-1,1,raw=2.962 < min_raw=3.100 (cut penalty applied? False),5,194
DSC03097.heif,0.540544,0.682517,2.517109,-1,1,raw=2.517 < min_raw=3.100 (cut penalty applied? False),2,194
DSC03099.heif,0.489012,0.864593,2.895001,-1,1,raw=2.895 < min_raw=3.100 (cut penalty applied? False),2,194
DSC03100.heif,0.536710,0.754923,2.692371,-1,1,raw=2.692 < min_raw=3.100 (cut penalty applied? False),2,194
DSC03111.heif,0.957399,0.774110,3.371374,1,0,,2,194
DSC03113.heif,0.868348,0.966395,3.718508,2,0,,1,194
DSC03122.heif,0.720266,0.739587,2.929367,-1,1,raw=2.929 < min_raw=3.100 (cut penalty applied? False),4,195
DSC03124.heif,0.629234,0.785405,2.907364,-1,1,raw=2.907 < min_raw=3.100 (cut penalty applied? False),3,195
DSC03128.heif,0.565355,0.681226,2.551099,-1,1,raw=2.551 < min_raw=3.100 (cut penalty applied? False),3,196
DSC03132.heif,0.911779,0.823220,3.425718,2,0,,2,197
DSC03134.heif,0.253817,0.809716,2.405014,-1,1,raw=2.405 < min_raw=3.100 (cut penalty applied? False),2,198
DSC03136.heif,0.609886,0.579996,1.764818,-1,1,raw=1.765 < min_raw=3.100 (cut penalty applied? True),3,199
